"","model","sex","age.n","year","week","date","time","exposures","observed.deaths","expected.deaths","expected.deaths.qlo","expected.deaths.qhi","observed.mx","observed.log.mx","excess.deaths.avg","excess.deaths.qlo","excess.deaths.qhi","cum.excess.deaths.avg","cum.excess.deaths.qlo","cum.excess.deaths.qhi"
"293","gam.poisson","f",0,2020,14,2020-03-30,534,100485.175493916,39,28.4270643645971,18,39,0.000388116951662798,-3.41103738830138,10.515,-1,21,28.565,5,50
"294","gam.poisson","f",0,2020,15,2020-04-06,535,100492.002293704,17,28.5609911529832,19,39,0.000169167691079682,-3.77168257820984,-11.545,-23,-2,17.02,-9,41
"295","gam.poisson","f",0,2020,16,2020-04-13,536,100498.8728922,35,28.6981792695586,19,40,0.000348262612233896,-3.45809314676501,6.133,-5,16,23.153,-5.025,50
"296","gam.poisson","f",0,2020,17,2020-04-20,537,100505.789193182,24,28.8274964406354,19,40,0.000238792214783466,-3.62197983638562,-4.804,-16,5,18.349,-11,47.025
"297","gam.poisson","f",0,2020,18,2020-04-27,538,100512.753100424,24,28.9390117696147,19,40,0.000238775670347236,-3.62200992700765,-5.017,-15.025,5,13.332,-17.025,43
"298","gam.poisson","f",0,2020,19,2020-05-04,539,100519.766517704,19,29.0226673854482,19,40,0.000189017550062193,-3.72349787021134,-9.963,-22,0,3.369,-31,36.025
"299","gam.poisson","f",0,2020,20,2020-05-11,540,100526.831348796,30,29.0683569450294,19,40,0.000298427788854794,-3.52516073889246,1.367,-8,11,4.736,-32,40
"300","gam.poisson","f",0,2020,21,2020-05-18,541,100533.949497477,29,29.0660387820223,19,40,0.000288459770504965,-3.53991474634173,-0.109,-12,10,4.627,-32.025,42
"301","gam.poisson","f",0,2020,22,2020-05-25,542,100541.122867524,24,24.6215906560476,15,35,0.000238708294829999,-3.62213248951312,-0.531,-11,8.02499999999998,4.096,-34,42
"302","gam.poisson","f",0,2020,23,2020-06-01,543,100548.353362711,29,28.8907564548745,19,40,0.000288418447743122,-3.53997696483745,0.042,-11,10,4.138,-36.025,42
"303","gam.poisson","f",0,2020,24,2020-06-08,544,100555.642886815,21,28.7315149056628,19,40,0.00020883959763091,-3.6801871522112,-7.783,-19,2,-3.645,-46,36.025
"304","gam.poisson","f",0,2020,25,2020-06-15,545,100562.993343613,28,28.5412768460628,19,39,0.000278432443874529,-3.55528016067524,-0.64,-11.025,9.02499999999998,-4.285,-49,39
"305","gam.poisson","f",0,2020,26,2020-06-22,546,100570.406636879,26,28.3325165234644,18,39,0.000258525354221506,-3.58749685814633,-2.31,-13,8,-6.595,-50.025,36.025
"306","gam.poisson","f",0,2020,27,2020-06-29,547,100577.88467039,25,28.117415711166,18,39,0.00024856358912229,-3.604562488733,-3.506,-14,6,-10.101,-54,33
"307","gam.poisson","f",0,2020,28,2020-07-06,548,100585.429347923,32,27.9078108413226,18,39,0.000318137529535343,-3.49738509571907,4.163,-7,14,-5.938,-52,41
"308","gam.poisson","f",0,2020,29,2020-07-13,549,100593.042573253,21,27.714747675357,18,38,0.000208761952743478,-3.68034864943992,-6.924,-17,2,-12.862,-61,35
"309","gam.poisson","f",0,2020,30,2020-07-20,550,100600.726250156,24,27.5472189529907,18,38,0.0002385668662105,-3.62238987424982,-3.877,-14,6,-16.739,-65.025,33
"310","gam.poisson","f",0,2020,31,2020-07-27,551,100608.482282408,25,27.4136083375293,18,38,0.000248487994579077,-3.60469458887837,-2.839,-13,7,-19.578,-70.025,32
"311","gam.poisson","f",0,2020,32,2020-08-03,552,100616.312573785,31,27.3222332312717,18,38,0.000308101133971361,-3.51130670325204,3.439,-7.025,13,-16.139,-68,37.025
"312","gam.poisson","f",0,2020,33,2020-08-10,553,100624.219028063,27,27.2814638684017,18,38,0.000268325063894111,-3.5713387585524,-0.374,-11,10,-16.513,-68.025,36.025
"313","gam.poisson","f",15,2020,10,2020-03-02,530,213721.904755623,109,102.418008237454,83,123,0.000510008555859703,-3.29242253815405,6.742,-14,26.025,6.742,-14,26.025
"314","gam.poisson","f",15,2020,11,2020-03-09,531,213731.006347407,113,101.670814304561,82,122,0.000528701950789139,-3.27678908714474,11.416,-9,30,18.158,-9,46
"315","gam.poisson","f",15,2020,12,2020-03-16,532,213740.139326031,90,101.101067520809,82,121,0.000421072056394225,-3.37564357870908,-10.685,-33,9,7.473,-27,41
"316","gam.poisson","f",15,2020,13,2020-03-23,533,213749.302513009,97,100.694400949619,82,121,0.000453802650392725,-3.34313297198662,-3.203,-24,15,4.27,-37,44
"317","gam.poisson","f",15,2020,14,2020-03-30,534,213758.494729857,105,100.437460749901,81,121,0.000491208548847131,-3.30873408346944,4.586,-16.025,23.025,8.856,-39,50.025
"318","gam.poisson","f",15,2020,15,2020-04-06,535,213767.714798089,131,100.317713653909,81,120,0.000612814709291972,-3.21267081895041,31.281,9.975,51,40.137,-13,88
"319","gam.poisson","f",15,2020,16,2020-04-13,536,213776.961539221,136,100.317727057445,81,120,0.000636177065202832,-3.19642199168165,36.02,18,55,76.157,22.975,126.025
"320","gam.poisson","f",15,2020,17,2020-04-20,537,213786.233774767,153,100.398325862293,81,120,0.000715668157385624,-3.14528830565788,52.38,33,71,128.537,72,181
"321","gam.poisson","f",15,2020,18,2020-04-27,538,213795.530326244,132,100.514921816469,81,121,0.00061741234626642,-3.20942469027056,30.79,11,50,159.327,98.975,219.05
"322","gam.poisson","f",15,2020,19,2020-05-04,539,213804.850015166,86,100.622809558367,81,121,0.000402235964216432,-3.39551910141092,-14.88,-36,5,144.447,83,207.025
"323","gam.poisson","f",15,2020,20,2020-05-11,540,213814.191663049,107,100.677105970881,82,121,0.0005004345088965,-3.3006527499247,6.146,-14,26,150.593,85,215
"324","gam.poisson","f",15,2020,21,2020-05-18,541,213823.554091407,117,100.63288912407,81,121,0.000547180129416351,-3.26186968219715,16.465,-5,36,167.058,100.975,235
"325","gam.poisson","f",15,2020,22,2020-05-25,542,213832.936121755,76,86.2725237447736,69,105,0.000355417651641494,-3.44926100697492,-10.181,-28,8,156.877,87.95,227.025
"326","gam.poisson","f",15,2020,23,2020-06-01,543,213842.33657561,96,100.108060058453,81,120,0.00044892887693479,-3.34782245810898,-3.807,-24,15,153.07,81.975,225.025
"327","gam.poisson","f",15,2020,24,2020-06-08,544,213851.754274486,113,99.6372829646711,81,120,0.000528403427801489,-3.27703437374024,13.062,-8.025,33,166.132,91.975,239.025
"328","gam.poisson","f",15,2020,25,2020-06-15,545,213861.188039898,87,99.0570611286859,80,119,0.000406805932377825,-3.39061272246471,-11.227,-33,9,154.905,78.975,230.025
"329","gam.poisson","f",15,2020,26,2020-06-22,546,213870.636693361,74,98.3898100771864,79,118,0.000346003552166435,-3.46091944259924,-24.488,-45,-5,130.417,52,206.05
"330","gam.poisson","f",15,2020,27,2020-06-29,547,213880.09905639,106,97.6576600672911,79,117,0.000495604782621933,-3.30486451130265,8.102,-10,26,138.519,57,218
"331","gam.poisson","f",15,2020,28,2020-07-06,548,213889.573950502,91,96.8822916056879,78,117,0.000425453182776731,-3.37114822307736,-5.445,-24.025,14,133.074,48,212
"332","gam.poisson","f",15,2020,29,2020-07-13,549,213899.06019721,100,96.091306750645,77,116,0.000467510235471826,-3.33020887642724,3.61,-16,22.025,136.684,46.975,220.05
"333","gam.poisson","f",15,2020,30,2020-07-20,550,213908.556618031,105,95.3372029419479,77,115,0.000490863954486379,-3.30903885818822,9.44,-11,28,146.124,55.975,229
"334","gam.poisson","f",15,2020,31,2020-07-27,551,213918.062034478,107,94.6772529309657,76,114,0.000500191517174246,-3.30086367781074,12.188,-7,31,158.312,64.975,244.05
"335","gam.poisson","f",15,2020,32,2020-08-03,552,213927.575268068,120,94.167307089215,76,114,0.00056093750349683,-3.25108552269822,25.456,6,43,183.768,86.95,272.025
"336","gam.poisson","f",15,2020,33,2020-08-10,553,213937.095140315,113,93.8625263909365,75,113,0.000528192644318587,-3.27720765113003,18.673,-3,37,202.441,102.975,294.025
"337","gam.poisson","f",45,2020,10,2020-03-02,530,148643.708254085,508,502.96065701084,459,547,0.0034175681296355,-2.46628281896063,5.262,-39.025,46,5.262,-39.025,46
"338","gam.poisson","f",45,2020,11,2020-03-09,531,148657.022554058,521,498.320720823102,455,543,0.0035047116580755,-2.45534770678659,21.906,-20,62,27.168,-36.025,86
"339","gam.poisson","f",45,2020,12,2020-03-16,532,148670.35820452,497,494.765924065575,452,539,0.00334296631825085,-2.47586799907943,0.681,-44,43,27.849,-42.025,101
"340","gam.poisson","f",45,2020,13,2020-03-23,533,148683.716657867,537,492.08479190272,449,536,0.00361169341250514,-2.44228912295112,44.656,1.975,90,72.505,-14.025,160.05
"341","gam.poisson","f",45,2020,14,2020-03-30,534,148697.099366495,703,490.075348031809,447,534,0.00472773176474216,-2.32534717180467,214.877,171.975,257,287.382,192,379.05
"342","gam.poisson","f",45,2020,15,2020-04-06,535,148710.507782799,796,488.542045496696,446,532,0.00535268160850213,-2.27142858881964,307.417,265,352.025,594.799,491,704
"343","gam.poisson","f",45,2020,16,2020-04-13,536,148723.943359174,893,487.308852226287,445,531,0.00600441314175867,-2.22152943318208,406.642,361.975,450,1001.441,885.975,1118.025
"344","gam.poisson","f",45,2020,17,2020-04-20,537,148737.407548017,849,486.263497147,444,530,0.00570804624066018,-2.24351251734047,362.754,319,404,1364.195,1239.9,1490.125
"345","gam.poisson","f",45,2020,18,2020-04-27,538,148750.901801723,714,485.310252963836,443,529,0.00479997090001999,-2.31876139554088,228.688,184.975,268.025,1592.883,1461.975,1726.025
"346","gam.poisson","f",45,2020,19,2020-05-04,539,148764.427572687,523,484.35424189559,442,528,0.0035156253987161,-2.45399740661807,37.552,-6,81,1630.435,1494.95,1766
"347","gam.poisson","f",45,2020,20,2020-05-11,540,148777.986313305,656,483.301348304415,441,527,0.00440925446200461,-2.35563483692883,172.423,128,216.025,1802.858,1655.975,1946.025
"348","gam.poisson","f",45,2020,21,2020-05-18,541,148791.579475973,575,482.058315321915,440,526,0.0038644660001936,-2.41291050929847,92.77,49.975,134.025,1895.628,1750.975,2048.05
"349","gam.poisson","f",45,2020,22,2020-05-25,542,148805.208513086,461,425.744030925844,386,467,0.00309800983854312,-2.50891720735854,36.718,-4,77.025,1932.346,1776.975,2090.025
"350","gam.poisson","f",45,2020,23,2020-06-01,543,148818.874877039,518,478.68066117832,436,522,0.00348074127309452,-2.4583282570499,39.133,-3,84,1971.479,1806.975,2128.025
"351","gam.poisson","f",45,2020,24,2020-06-08,544,148832.58002023,498,476.486419824656,434,520,0.00334604157189448,-2.47546866757798,21.706,-21.025,68,1993.185,1826.95,2155.025
"352","gam.poisson","f",45,2020,25,2020-06-15,545,148846.325395052,504,473.944919312448,432,517,0.00338604260912951,-2.47030758113748,29.656,-13,68,2022.841,1856.975,2181
"353","gam.poisson","f",45,2020,26,2020-06-22,546,148860.112453901,443,471.050075357144,429,514,0.00297594830943842,-2.52637461651347,-26.596,-69.025,13.025,1996.245,1827.975,2157.1
"354","gam.poisson","f",45,2020,27,2020-06-29,547,148873.942649174,456,467.79686406174,426,511,0.00306299404640998,-2.51385384733767,-11.572,-54,27,1984.673,1815,2156
"355","gam.poisson","f",45,2020,28,2020-07-06,548,148887.817433265,421,464.181384321294,422,507,0.00282763228891243,-2.54857706774619,-44.049,-90.025,-2,1940.624,1758.925,2114.025
"356","gam.poisson","f",45,2020,29,2020-07-13,549,148901.738258571,486,460.261773867669,419,503,0.00326389742446156,-2.48626349841399,26.658,-15.025,68.025,1967.282,1777,2148.125
"357","gam.poisson","f",45,2020,30,2020-07-20,550,148915.706577487,445,456.336460220359,415,499,0.00298826772694019,-2.52458049550321,-10.76,-53,31.025,1956.522,1762,2145.075
"358","gam.poisson","f",45,2020,31,2020-07-27,551,148929.723842408,448,452.753936206883,412,495,0.00300813020021481,-2.52170337020436,-6.175,-48,37,1950.347,1757.975,2149.1
"359","gam.poisson","f",45,2020,32,2020-08-03,552,148943.791505731,468,449.852182186697,409,492,0.00314212492691912,-2.50277655195262,18.589,-22.025,63,1968.936,1774.85,2172.075
"360","gam.poisson","f",45,2020,33,2020-08-10,553,148957.911019849,483,447.962529178025,407,490,0.00324252667544215,-2.48911644239896,34.41,-9,75,2003.346,1801.975,2204.175
"361","gam.poisson","f",65,2020,10,2020-03-02,530,59266.0248847422,735,731.595281671261,679,785,0.0124017090977401,-1.9065184599531,2.366,-50.05,55,2.366,-50.05,55
"362","gam.poisson","f",65,2020,11,2020-03-09,531,59271.7463562855,704,725.556664581209,673,779,0.011877497176618,-1.92527506414423,-23.288,-80.025,29.0749999999999,-20.922,-100,54
"363","gam.poisson","f",65,2020,12,2020-03-16,532,59277.4583200273,747,721.881543428162,670,775,0.0126017548857627,-1.89956897201465,24.995,-25.025,75,4.073,-88.05,100
"364","gam.poisson","f",65,2020,13,2020-03-23,533,59283.1612588528,716,719.667637628062,668,773,0.0120776285339048,-1.91801833191898,-3.78,-55.025,47.025,0.293,-109.025,114.025
"365","gam.poisson","f",65,2020,14,2020-03-30,534,59288.8556556474,1033,718.036814780014,666,771,0.017423173184514,-1.7588727465141,313.556,259.975,365,313.849,200,436.05
"366","gam.poisson","f",65,2020,15,2020-04-06,535,59294.5419932964,1142,716.122670795766,664,769,0.019259782799724,-1.71534861489649,425.849,373.95,475,739.698,604,868.025
"367","gam.poisson","f",65,2020,16,2020-04-13,536,59300.220754685,1309,713.249067281412,661,766,0.0220741168134114,-1.65611666354813,596.765,545.975,650,1336.463,1185.975,1474
"368","gam.poisson","f",65,2020,17,2020-04-20,537,59305.8924226983,1223,709.470807109338,658,762,0.0206218969151186,-1.68567138842797,514.036,460.975,566,1850.499,1692,1995.025
"369","gam.poisson","f",65,2020,18,2020-04-27,538,59311.5574802218,1030,705.023609721582,653,758,0.0173659240080395,-1.76030210374875,326.661,278,378.025,2177.16,2021.975,2329.025
"370","gam.poisson","f",65,2020,19,2020-05-04,539,59317.2164101406,806,700.139999293997,649,752,0.0135879606087215,-1.86684572081288,106.236,52.975,158.025,2283.396,2128,2442.15
"371","gam.poisson","f",65,2020,20,2020-05-11,540,59322.8696953401,898,695.047526422491,644,747,0.0151375010111916,-1.81994581483783,202.741,149,254,2486.137,2312.925,2664.05
"372","gam.poisson","f",65,2020,21,2020-05-18,541,59328.5178187055,759,689.967735868716,639,742,0.0127931731299833,-1.89302172276731,68.627,19,116.025,2554.764,2373.975,2741
"373","gam.poisson","f",65,2020,22,2020-05-25,542,59334.1612631221,673,628.502358705852,580,678,0.0113425383568755,-1.94528974341295,44.584,-4,96,2599.348,2411.925,2779.225
"374","gam.poisson","f",65,2020,23,2020-06-01,543,59339.8005114753,759,680.501790323572,630,732,0.0127907406741825,-1.89310430607673,80.461,28.975,134.025,2679.809,2484.975,2878.05
"375","gam.poisson","f",65,2020,24,2020-06-08,544,59345.43604665,742,676.010613905902,626,727,0.0125030676228705,-1.90298341993289,65.659,17.975,119,2745.468,2544,2950.05
"376","gam.poisson","f",65,2020,25,2020-06-15,545,59351.0683515318,671,671.494025723493,621,723,0.0113056094630971,-1.94670602072902,-0.914,-48.025,45.025,2744.554,2545.825,2952.075
"377","gam.poisson","f",65,2020,26,2020-06-22,546,59356.6979090058,681,666.814917490081,617,718,0.0114730101907619,-1.94032262065828,14.482,-37.025,66,2759.036,2553.85,2969.025
"378","gam.poisson","f",65,2020,27,2020-06-29,547,59362.3252019574,669,661.840129368306,612,713,0.0112697741829348,-1.94808478600251,6.275,-43,55,2765.311,2550,2987.05
"379","gam.poisson","f",65,2020,28,2020-07-06,548,59367.9507132717,668,656.440912677417,607,707,0.0112518621912053,-1.94877559555817,11.285,-39.025,61.0999999999999,2776.596,2556,2997.025
"380","gam.poisson","f",65,2020,29,2020-07-13,549,59373.5749258341,653,650.611460945575,601,701,0.010998158706389,-1.95868001762271,3.128,-45,50,2779.724,2550.925,3012.025
"381","gam.poisson","f",65,2020,30,2020-07-20,550,59379.1983225299,644,644.814313073282,596,695,0.0108455489160023,-1.96474846253794,-1.599,-53,48,2778.125,2545.9,3016.075
"382","gam.poisson","f",65,2020,31,2020-07-27,551,59384.8213862442,651,639.611900237421,591,690,0.0109623972052696,-1.96009446599931,11.859,-39.025,61,2789.984,2551,3039.025
"383","gam.poisson","f",65,2020,32,2020-08-03,552,59390.4445998624,592,635.549416434083,587,685,0.00996793346115769,-2.00139486971666,-43.162,-91,7.02499999999998,2746.822,2492.975,3005.075
"384","gam.poisson","f",65,2020,33,2020-08-10,553,59396.0684462697,656,633.162305220978,584,683,0.0110445020547686,-1.95685385966952,22.375,-30,72,2769.197,2504.975,3024.025
"385","gam.poisson","f",75,2020,10,2020-03-02,530,38246.2431898198,1460,1463.70334858695,1389,1539,0.0381736839551503,-1.41823592639645,-4.428,-82.025,72.025,-4.428,-82.025,72.025
"386","gam.poisson","f",75,2020,11,2020-03-09,531,38262.8386881033,1452,1449.47572974852,1375,1525,0.0379480469767512,-1.420810570468,1.866,-73.025,81,-2.562,-111,108.025
"387","gam.poisson","f",75,2020,12,2020-03-16,532,38279.2432610355,1412,1440.46730192619,1367,1515,0.0368868316014302,-1.43312864694479,-29.081,-105,46,-31.643,-169.025,103.05
"388","gam.poisson","f",75,2020,13,2020-03-23,533,38295.4535834963,1454,1434.29887268758,1361,1509,0.0379679534759868,-1.42058281128894,19.483,-58,93.05,-12.16,-159.025,148.025
"389","gam.poisson","f",75,2020,14,2020-03-30,534,38311.4663303656,2132,1428.6601365881,1355,1503,0.0556491359953556,-1.25454157410308,702.231,625,773.025,690.071,520.925,866.05
"390","gam.poisson","f",75,2020,15,2020-04-06,535,38327.2781765233,2367,1421.28258633883,1348,1496,0.0617575813523295,-1.2093097208638,946.124,870.95,1026,1636.195,1453.975,1826.025
"391","gam.poisson","f",75,2020,16,2020-04-13,536,38342.8857968496,2922,1410.47954707685,1337,1485,0.0762070965519263,-1.11800458443682,1511.604,1439.975,1588,3147.799,2951,3345
"392","gam.poisson","f",75,2020,17,2020-04-20,537,38358.285866224,2892,1396.73550722941,1324,1470,0.075394401357922,-1.12266090279914,1496.395,1426.975,1562.025,4644.194,4442,4865.025
"393","gam.poisson","f",75,2020,18,2020-04-27,538,38373.4750595266,2382,1381.05870894519,1309,1454,0.0620741279309455,-1.20708937306117,1000.068,923.95,1072.025,5644.262,5419.95,5867.05
"394","gam.poisson","f",75,2020,19,2020-05-04,539,38388.4500516374,1648,1364.42685237526,1293,1437,0.0429295790213783,-1.36724337030437,283.767,209.975,357,5928.029,5700,6164.025
"395","gam.poisson","f",75,2020,20,2020-05-11,540,38403.2075174362,1874,1347.77714735486,1276,1420,0.0487980072797083,-1.31159791252796,527.145,457,594.025,6455.174,6201,6705.05
"396","gam.poisson","f",75,2020,21,2020-05-18,541,38417.7441318031,1633,1332.002977479,1261,1404,0.0425064000217589,-1.37154567501146,300.038,225,367.05,6755.212,6500.975,7012.1
"397","gam.poisson","f",75,2020,22,2020-05-25,542,38432.0565696178,1339,1177.05633451011,1110,1245,0.0348407064184678,-1.45791304796598,161.628,91.975,227.025,6916.84,6654.8,7183.025
"398","gam.poisson","f",75,2020,23,2020-06-01,543,38446.1415057606,1479,1305.67835433162,1235,1377,0.0384694001029568,-1.41488458608744,172.545,95,241.025,7089.385,6811.975,7362.05
"399","gam.poisson","f",75,2020,24,2020-06-08,544,38459.995615111,1344,1294.72458219785,1225,1366,0.0349454018000964,-1.45660996167001,48.813,-18.025,117,7138.198,6837.95,7425.025
"400","gam.poisson","f",75,2020,25,2020-06-15,545,38473.6155725491,1177,1284.52839851023,1215,1355,0.0305923938388517,-1.51438653836911,-106.786,-177,-34,7031.412,6725.95,7320.175
"401","gam.poisson","f",75,2020,26,2020-06-22,546,38486.9980529548,1240,1274.57018561395,1205,1345,0.0322186728695719,-1.49189235272165,-32.633,-105,36.025,6998.779,6685.8,7309
"402","gam.poisson","f",75,2020,27,2020-06-29,547,38500.1397312081,1165,1264.34656019372,1195,1335,0.0302596304359814,-1.51913638036419,-97.939,-167.025,-29,6900.84,6593.85,7208.175
"403","gam.poisson","f",75,2020,28,2020-07-06,548,38513.0372821888,1159,1253.37041704749,1184,1323,0.0300937054511669,-1.52152433409719,-93.316,-162,-24.975,6807.524,6493,7116.05
"404","gam.poisson","f",75,2020,29,2020-07-13,549,38525.6873807769,1191,1241.47267246676,1173,1311,0.0309144386764211,-1.50983863472053,-51.106,-116,16.025,6756.418,6425.8,7063.1
"405","gam.poisson","f",75,2020,30,2020-07-20,550,38538.0867018526,1159,1229.68057252185,1161,1299,0.0300741448055408,-1.52180671349818,-71.99,-137.025,-8.95000000000005,6684.428,6352.9,7012.075
"406","gam.poisson","f",75,2020,31,2020-07-27,551,38550.2319202953,1215,1219.27809435583,1151,1288,0.031517320116571,-1.50145071719977,-5.65,-78.025,63,6678.778,6326.975,7008.2
"407","gam.poisson","f",75,2020,32,2020-08-03,552,38562.1197109852,1197,1211.50840535864,1144,1280,0.0310408247516282,-1.50806674809933,-14.889,-87,56,6663.889,6309,7013.15
"408","gam.poisson","f",75,2020,33,2020-08-10,553,38573.7467488022,1219,1207.59465285195,1140,1276,0.0316018044069793,-1.50028811922902,9.464,-60,77,6673.353,6317.875,7037.125
"409","gam.poisson","f",85,2020,10,2020-03-02,530,17947.6940863033,2587,2769.39517573882,2667,2873,0.144141079492449,-0.841212229773049,-182.605,-285.05,-77.975,-182.605,-285.05,-77.975
"410","gam.poisson","f",85,2020,11,2020-03-09,531,17950.6168353728,2614,2733.79940799786,2632,2837,0.145621736788953,-0.83677379354702,-121.369,-227,-15.975,-303.974,-450,-164.975
"411","gam.poisson","f",85,2020,12,2020-03-16,532,17953.4630061723,2479,2708.73849687982,2607,2811,0.138079210631828,-0.85987170438684,-231.527,-332,-131.975,-535.501,-706,-358.975
"412","gam.poisson","f",85,2020,13,2020-03-23,533,17956.2311407532,2577,2688.69547035895,2588,2791,0.143515639768709,-0.843100768650283,-109.031,-211.025,-6.97500000000002,-644.532,-841.025,-438
"413","gam.poisson","f",85,2020,14,2020-03-30,534,17958.9197811669,3581,2668.36743053683,2568,2770,0.19939952088629,-0.700275889538357,911.255,812,1012,266.723,38.85,491.05
"414","gam.poisson","f",85,2020,15,2020-04-06,535,17961.5274694648,4115,2642.61871474301,2542,2744,0.229100782603019,-0.63997342726808,1472.948,1369.975,1577.025,1739.671,1499,1978
"415","gam.poisson","f",85,2020,16,2020-04-13,536,17964.0527476983,5611,2607.84288684813,2508,2708,0.312345998912685,-0.505364052904359,3003.79,2909,3101.025,4743.461,4472.975,5002
"416","gam.poisson","f",85,2020,17,2020-04-20,537,17966.4941579189,5628,2565.84710826682,2467,2666,0.313249760945678,-0.504109251762424,3062.094,2953.975,3157.025,7805.555,7530.975,8079.025
"417","gam.poisson","f",85,2020,18,2020-04-27,538,17968.8502421778,4814,2519.67632461048,2422,2619,0.267908070639947,-0.572014203220459,2296.036,2199.975,2400,10101.591,9817,10397.075
"418","gam.poisson","f",85,2020,19,2020-05-04,539,17971.1195425266,3366,2472.21115143837,2375,2570,0.187300518035883,-0.727461021451168,894.618,794,996,10996.209,10687.95,11301.125
"419","gam.poisson","f",85,2020,20,2020-05-11,540,17973.3006010165,3765,2426.13736822975,2330,2523,0.209477384459205,-0.678862857350397,1339.708,1243.9,1439,12335.917,12015.95,12642.05
"420","gam.poisson","f",85,2020,21,2020-05-18,541,17975.3919596991,3078,2383.94608057416,2289,2480,0.171234096419198,-0.766409753605554,693.682,595.95,785.05,13029.599,12692.975,13364
"421","gam.poisson","f",85,2020,22,2020-05-25,542,17977.3921606258,2417,2062.40808820917,1974,2152,0.134446641559822,-0.871450041862057,356.122,262.975,445,13385.721,13039.975,13724.125
"422","gam.poisson","f",85,2020,23,2020-06-01,543,17979.2997458479,2485,2318.16527581664,2224,2413,0.138214504186899,-0.859446379843073,167.43,72.975,260,13553.151,13199.975,13919.025
"423","gam.poisson","f",85,2020,24,2020-06-08,544,17981.1132574168,2273,2293.19170009495,2200,2388,0.12641041560997,-0.898217140803826,-22.347,-113.025,67.025,13530.804,13169.875,13909
"424","gam.poisson","f",85,2020,25,2020-06-15,545,17982.8312373839,2102,2271.355034337,2178,2365,0.116889269117436,-0.932225356904855,-171.076,-263,-77.975,13359.728,13003.825,13737.025
"425","gam.poisson","f",85,2020,26,2020-06-22,546,17984.4522278007,2015,2251.12732577008,2159,2345,0.112041221744034,-0.950622164095174,-237.542,-328,-144.975,13122.186,12752.9,13514.15
"426","gam.poisson","f",85,2020,27,2020-06-29,547,17985.9747707186,2081,2231.03891018765,2139,2324,0.115701263152437,-0.936661899672808,-148.836,-240.025,-58,12973.35,12589.95,13372
"427","gam.poisson","f",85,2020,28,2020-07-06,548,17987.3974081888,1909,2209.67271990661,2118,2302,0.10612986174036,-0.974162401542821,-300.548,-390,-205,12672.802,12268.75,13097.025
"428","gam.poisson","f",85,2020,29,2020-07-13,549,17988.718682263,2007,2186.37434167247,2095,2278,0.111569925320969,-0.952452857615118,-179.8,-281,-90.975,12493.002,12071.875,12914.125
"429","gam.poisson","f",85,2020,30,2020-07-20,550,17989.9371349924,2025,2163.31776336815,2073,2255,0.112562928086122,-0.948604618175431,-139.894,-229.025,-52,12353.108,11932.975,12793
"430","gam.poisson","f",85,2020,31,2020-07-27,551,17991.0513084285,1930,2143.28124255243,2053,2234,0.107275554213768,-0.969499233109815,-212.925,-296,-125,12140.183,11708.8,12577.025
"431","gam.poisson","f",85,2020,32,2020-08-03,552,17992.0597446227,2018,2128.94718932178,2039,2220,0.112160587983993,-0.950159722651899,-113.413,-199,-21.975,12026.77,11581.9,12485.025
"432","gam.poisson","f",85,2020,33,2020-08-10,553,17992.9609856263,2137,2122.95758970788,2033,2214,0.118768667464302,-0.925298116106622,14.034,-75.025,111,12040.804,11601.975,12498.125
"433","gam.poisson","m",0,2020,10,2020-03-02,530,105556.973291346,41,36.7089606261563,25,49,0.00038841583574812,-3.41070307217848,4.422,-7,15,4.422,-7,15
"434","gam.poisson","m",0,2020,11,2020-03-09,531,105564.126336238,32,36.5860150847479,25,49,0.000303133281263326,-3.51836637945048,-4.965,-17,7,-0.543,-17,16
"435","gam.poisson","m",0,2020,12,2020-03-16,532,105571.319257944,33,36.5204848171359,25,49,0.000312584897413003,-3.50503200881408,-3.63,-16,7,-4.173,-24,15.025
"436","gam.poisson","m",0,2020,13,2020-03-23,533,105578.554081049,32,36.5142464848235,25,49,0.000303091856850349,-3.51842573163788,-4.621,-17,7,-8.794,-33,15
"437","gam.poisson","m",0,2020,14,2020-03-30,534,105585.832830133,33,36.5694572150917,25,49,0.000312541930252051,-3.50509170998226,-3.534,-17,8,-12.328,-38.025,13
"438","gam.poisson","m",0,2020,15,2020-04-06,535,105593.157529778,35,36.6885905480161,25,49,0.000331460871317629,-3.47956773233862,-1.872,-14,9,-14.2,-44,14
"439","gam.poisson","m",0,2020,16,2020-04-13,536,105600.530204569,31,36.869350325117,25,49,0.000293559132136429,-3.53230440489705,-6.141,-19,7,-20.341,-53,10.025
"440","gam.poisson","m",0,2020,17,2020-04-20,537,105607.952879086,42,37.0890726263241,26,49,0.000397697321603112,-3.40044733387423,4.735,-7,16,-15.606,-50,17
"441","gam.poisson","m",0,2020,18,2020-04-27,538,105615.427577911,35,37.3195335624687,26,50,0.000331390979543977,-3.47965931724315,-2.549,-15,8.02499999999998,-18.155,-53,18
"442","gam.poisson","m",0,2020,19,2020-05-04,539,105622.956325629,29,37.5318432615144,26,50,0.000274561525342984,-3.5613603210757,-8.352,-22,3,-26.507,-64.025,11.025
"443","gam.poisson","m",0,2020,20,2020-05-11,540,105630.541146819,45,37.6964754133534,26,50,0.000426013154069267,-3.37057699091723,7.573,-5,19,-18.934,-56,22
